depth,vsv_avg,vsh_avg
211000.0,4540.25334865,4379.90393656
212000.0,4542.68331717,4383.09255748
213000.0,4545.06301478,4386.24952472
214000.0,4547.39244149,4389.37483828
215000.0,4549.67159728,4392.46849816
216000.0,4551.90048217,4395.53050436
217000.0,4554.07909616,4398.56085689
218000.0,4556.20743923,4401.55955574
219000.0,4558.2855114,4404.5266009
220000.0,4560.31331266,4407.4619924
221000.0,4562.29084302,4410.36573021
222000.0,4564.21810247,4413.23781434
223000.0,4566.09509101,4416.0782448
224000.0,4567.92180864,4418.88702158
225000.0,4569.69825537,4421.66414468
226000.0,4571.42443119,4424.4096141
227000.0,4572.80761476,4427.10389329
228000.0,4573.62610504,4429.75034457
229000.0,4574.50085525,4432.39949052
230000.0,4575.43186539,4435.05133113
231000.0,4576.41913546,4437.70586641
232000.0,4577.46266546,4440.36309636
233000.0,4578.56245539,4443.02302097
234000.0,4579.71850525,4445.68564026
235000.0,4580.93081504,4448.3509542
236000.0,4582.19938476,4451.01896282
237000.0,4583.52421441,4453.6896661
238000.0,4584.90530398,4456.36306404
239000.0,4586.34265349,4459.03915665
240000.0,4587.83626293,4461.71794393
241000.0,4589.3861323,4464.39942588
242000.0,4590.9922616,4467.08360249
243000.0,4592.65465083,4469.77047377
244000.0,4594.37329998,4472.46003972
245000.0,4596.14820907,4475.15230033
246000.0,4597.97937809,4477.84725561
247000.0,4599.86680704,4480.54490555
248000.0,4601.81049591,4483.24525016
249000.0,4603.81044472,4485.94828944
250000.0,4605.86665346,4488.65402338
251000.0,4607.97912212,4491.36245199
252000.0,4610.14785072,4494.07357527
253000.0,4612.37283925,4496.78739321
254000.0,4614.6540877,4499.50390582
255000.0,4616.99159609,4502.2231131
256000.0,4619.3853644,4504.94501504
257000.0,4621.83539265,4507.66961165
258000.0,4624.34168083,4510.39690292
259000.0,4626.90422893,4513.12688886
260000.0,4629.52303697,4515.85956947
261000.0,4632.19810493,4518.59494475
262000.0,4634.92943283,4521.33301469
263000.0,4637.71702065,4524.0737793
264000.0,4640.56086841,4526.81723857
265000.0,4643.46097609,4529.56339251
266000.0,4646.41734371,4532.31224112
267000.0,4649.42997125,4535.06378439
268000.0,4652.49885873,4537.81802233
269000.0,4655.62400613,4540.57495494
270000.0,4658.80541346,4543.33458221
271000.0,4662.04308073,4546.09690415
272000.0,4665.33700792,4548.86192075
273000.0,4668.68719505,4551.62963202
274000.0,4672.43561522,4554.40530374
275000.0,4676.30308075,4557.18857875
276000.0,4680.09696475,4559.97727931
277000.0,4683.81726724,4562.77140541
278000.0,4687.4639882,4565.57095707
279000.0,4691.03712765,4568.37593428
280000.0,4694.53668557,4571.18633704
281000.0,4697.96266197,4574.00216535
282000.0,4701.31505685,4576.8234192
283000.0,4704.59387021,4579.65009861
284000.0,4707.79910205,4582.48220357
285000.0,4710.93075237,4585.31973408
286000.0,4713.98882116,4588.16269014
287000.0,4716.97330844,4591.01107175
288000.0,4719.88421419,4593.86487891
289000.0,4722.72153843,4596.72411162
290000.0,4725.48528114,4599.58876988
291000.0,4728.17544233,4602.45885369
292000.0,4730.792022,4605.33436304
293000.0,4733.33502015,4608.21529795
294000.0,4735.80443677,4611.10165841
295000.0,4738.20027188,4613.99344442
296000.0,4740.52252546,4616.89065598
297000.0,4742.77119753,4619.7932931
298000.0,4744.94628807,4622.70135576
299000.0,4747.04779709,4625.61484397
300000.0,4749.07572459,4628.53375773
