depth,vsv_avg,vsh_avg
197000.0,4435.96022994,4370.20118155
198000.0,4440.17172731,4374.18573965
199000.0,4444.32676385,4378.1210789
200000.0,4448.42533955,4382.00719932
201000.0,4452.46745441,4385.84410089
202000.0,4456.45310844,4389.63178363
203000.0,4460.38230163,4393.37024753
204000.0,4464.25503399,4397.05949259
205000.0,4468.07130551,4400.69951881
206000.0,4471.83111619,4404.29032619
207000.0,4475.53446604,4407.83191474
208000.0,4479.18135505,4411.32428444
209000.0,4482.77178323,4414.76743531
210000.0,4486.30575057,4418.16136733
211000.0,4489.78325707,4421.50608052
212000.0,4493.20430273,4424.80157487
213000.0,4496.56888756,4428.04785038
214000.0,4499.87701156,4431.24490705
215000.0,4503.12867471,4434.39274488
216000.0,4506.32387703,4437.49136387
217000.0,4509.46261852,4440.54076402
218000.0,4512.54489917,4443.54094533
219000.0,4515.57071898,4446.49190781
220000.0,4518.54007796,4449.39365144
221000.0,4521.4529761,4452.24617624
222000.0,4524.3094134,4455.0494822
223000.0,4527.10938987,4457.80356932
224000.0,4529.8529055,4460.5084376
225000.0,4532.53996029,4463.16408704
226000.0,4535.17055425,4465.77051764
227000.0,4537.76812167,4468.30545829
228000.0,4540.41220811,4470.77926782
229000.0,4543.08400062,4473.25280349
230000.0,4545.78349918,4475.72606529
231000.0,4548.5107038,4478.19905322
232000.0,4551.26561448,4480.67176728
233000.0,4554.04823122,4483.14420746
234000.0,4556.85855401,4485.61637378
235000.0,4559.69658287,4488.08826623
236000.0,4562.56231778,4490.55988482
237000.0,4565.45575875,4493.03122953
238000.0,4568.37690577,4495.50230037
239000.0,4571.32575886,4497.97309734
240000.0,4574.302318,4500.44362044
241000.0,4577.3065832,4502.91386968
242000.0,4580.33855446,4505.38384504
243000.0,4583.39823178,4507.85354653
244000.0,4586.48561515,4510.32297416
245000.0,4589.60070459,4512.79212791
246000.0,4592.74350008,4515.2610078
247000.0,4595.91400163,4517.72961381
248000.0,4599.11220923,4520.19794596
249000.0,4602.3381229,4522.66600424
250000.0,4605.59174262,4525.13378865
251000.0,4608.8730684,4527.60129918
252000.0,4612.18210024,4530.06853585
253000.0,4615.51883814,4532.53549865
254000.0,4618.8832821,4535.00218758
255000.0,4622.27543211,4537.46860264
256000.0,4625.69528818,4539.93474383
257000.0,4629.14285031,4542.40061115
258000.0,4632.6181185,4544.8662046
259000.0,4636.12109274,4547.33152419
260000.0,4639.65177305,4549.7965699
261000.0,4643.21015941,4552.26134174
262000.0,4646.79625183,4554.72583972
263000.0,4650.4100503,4557.19006382
264000.0,4654.05155484,4559.65401405
265000.0,4657.72076543,4562.11769042
266000.0,4661.41768208,4564.58109291
267000.0,4665.14230479,4567.04422154
268000.0,4668.89463356,4569.5070763
269000.0,4672.67466839,4571.96965718
270000.0,4676.48240927,4574.4319642
271000.0,4680.31785621,4576.89399735
272000.0,4684.18100921,4579.35575663
273000.0,4688.07186827,4581.81724204
274000.0,4692.57391367,4584.3367288
275000.0,4697.29216913,4586.88428206
276000.0,4701.91424715,4589.43060477
277000.0,4706.44014771,4591.97569691
278000.0,4710.86987082,4594.51955849
279000.0,4715.20341647,4597.0621895
280000.0,4719.44078468,4599.60358995
281000.0,4723.58197543,4602.14375983
282000.0,4727.62698873,4604.68269915
283000.0,4731.57582457,4607.22040791
284000.0,4735.42848297,4609.75688611
285000.0,4739.18496391,4612.29213374
286000.0,4742.8452674,4614.8261508
287000.0,4746.40939343,4617.3589373
288000.0,4749.87734201,4619.89049324
289000.0,4753.24911315,4622.42081862
290000.0,4756.52470682,4624.94991343
291000.0,4759.70412305,4627.47777768
292000.0,4762.78736182,4630.00441136
293000.0,4765.77442314,4632.52981448
294000.0,4768.66530701,4635.05398704
295000.0,4771.46001343,4637.57692903
296000.0,4774.15854239,4640.09864046
297000.0,4776.7608939,4642.61912132
298000.0,4779.26706796,4645.13837162
299000.0,4781.67706456,4647.65639136
300000.0,4783.99088372,4650.17318054
