116.214700 6.044300 -16.900000 0.800000
116.214700 6.044300 73.100000 0.400000
116.214700 6.044300 54.900000 0.800000
116.214700 6.044300 144.900000 0.400000
116.214700 6.044300 36.900000 0.800000
116.214700 6.044300 126.900000 0.400000
116.214700 6.044300 36.200000 0.800000
116.214700 6.044300 126.200000 0.400000
116.214700 6.044300 35.700000 0.800000
116.214700 6.044300 125.700000 0.400000
116.214700 6.044300 52.000000 0.800000
116.214700 6.044300 142.000000 0.400000
116.214700 6.044300 76.700000 0.800000
116.214700 6.044300 166.700000 0.400000
116.214700 6.044300 35.400000 0.800000
116.214700 6.044300 125.400000 0.400000
116.214700 6.044300 44.100000 0.800000
116.214700 6.044300 134.100000 0.400000
116.214700 6.044300 34.700000 0.800000
116.214700 6.044300 124.700000 0.400000
116.214700 6.044300 -51.000000 0.800000
116.214700 6.044300 39.000000 0.400000
116.214700 6.044300 19.100000 0.800000
116.214700 6.044300 109.100000 0.400000
116.214700 6.044300 35.300000 0.800000
116.214700 6.044300 125.300000 0.400000
116.214700 6.044300 -89.900000 0.800000
116.214700 6.044300 0.100000 0.400000
