116.214700 6.044300 69.000000 0.717949
116.214700 6.044300 82.000000 1.025641
116.214700 6.044300 78.000000 1.230769
116.214700 6.044300 81.000000 1.641026
116.214700 6.044300 57.000000 0.717949
116.214700 6.044300 70.000000 1.435897
116.214700 6.044300 62.000000 1.641026
116.214700 6.044300 -74.000000 0.717949
116.214700 6.044300 70.000000 1.025641
116.214700 6.044300 31.000000 0.717949
116.214700 6.044300 62.000000 2.564103
116.214700 6.044300 71.000000 2.358974
116.214700 6.044300 63.000000 1.230769
116.214700 6.044300 46.000000 1.230769
116.214700 6.044300 71.000000 1.435897
116.214700 6.044300 52.000000 1.538462
116.214700 6.044300 60.000000 1.333333
116.214700 6.044300 63.000000 0.717949
116.214700 6.044300 83.000000 2.358974
116.214700 6.044300 87.000000 1.128205
116.214700 6.044300 71.000000 0.717949
116.214700 6.044300 50.000000 1.435897
116.214700 6.044300 58.000000 1.538462
116.214700 6.044300 82.000000 3.692308
116.214700 6.044300 68.000000 1.641026
116.214700 6.044300 89.000000 1.333333
116.214700 6.044300 58.000000 1.025641
116.214700 6.044300 76.000000 2.153846
116.214700 6.044300 63.000000 1.128205
116.214700 6.044300 78.000000 1.538462
116.214700 6.044300 77.000000 1.230769
116.214700 6.044300 64.000000 0.820513
116.214700 6.044300 51.000000 1.025641
116.214700 6.044300 60.000000 1.333333
116.214700 6.044300 72.000000 2.564103
116.214700 6.044300 79.000000 1.846154
116.214700 6.044300 57.000000 0.923077
116.214700 6.044300 66.000000 0.717949
116.214700 6.044300 64.000000 1.230769
116.214700 6.044300 61.000000 1.641026
116.214700 6.044300 52.000000 1.641026
116.214700 6.044300 65.000000 0.717949
116.214700 6.044300 33.000000 1.435897
116.214700 6.044300 31.000000 0.923077
116.214700 6.044300 69.000000 2.666667
116.214700 6.044300 61.000000 1.948718
116.214700 6.044300 70.000000 2.153846
116.214700 6.044300 78.000000 0.923077
116.214700 6.044300 20.000000 1.333333
116.214700 6.044300 54.000000 1.333333
