0	0
0.0007337	0.002755
0.001493	0.005449
0.002274	0.008055
0.003074	0.01054
0.003892	0.01288
0.004725	0.01504
0.005571	0.01698
0.006428	0.01869
0.007294	0.02013
0.008164	0.02127
0.009034	0.02208
0.009898	0.02255
0.01075	0.02265
0.01158	0.02237
0.01238	0.02168
0.01315	0.02059
0.01388	0.01909
0.01456	0.01718
0.0152	0.01486
0.01578	0.01215
0.01632	0.009076
0.01683	0.005652
0.0173	0.00191
0.01776	-0.002113
0.01821	-0.006375
0.01868	-0.01083
0.01918	-0.01544
0.01973	-0.02015
0.02033	-0.02492
0.02101	-0.02969
0.02175	-0.03443
0.02257	-0.0391
0.02345	-0.04366
0.02439	-0.04808
0.02536	-0.05233
0.02634	-0.05638
0.02731	-0.06019
0.02823	-0.06376
0.02907	-0.06706
0.02979	-0.07007
0.03036	-0.07276
0.03074	-0.07513
0.03089	-0.07715
0.03079	-0.07882
0.03041	-0.08013
0.02966	-0.08089
0.02805	-0.07972
0.0262	-0.07825
0.02412	-0.0765
0.02182	-0.07451
0.01934	-0.0723
0.01669	-0.0699
0.01389	-0.06735
0.01099	-0.06466
0.008013	-0.06188
0.00499	-0.05901
0.001959	-0.0561
-0.001044	-0.05316
-0.003983	-0.0502
-0.006823	-0.04726
-0.009526	-0.04435
-0.01206	-0.04149
-0.0144	-0.0387
-0.01652	-0.03599
-0.01839	-0.03338
-0.02	-0.03089
-0.02135	-0.02853
-0.02242	-0.0263
-0.02321	-0.02421
-0.02374	-0.02226
-0.024	-0.02044
-0.02402	-0.01874
-0.02382	-0.01713
-0.02342	-0.01559
-0.02283	-0.01409
-0.02211	-0.01259
-0.02126	-0.01108
-0.02032	-0.009518
-0.01931	-0.007887
-0.01827	-0.006174
-0.0172	-0.004378
-0.01612	-0.002507
-0.01503	-0.0005851
-0.01393	0.001351
-0.01281	0.003253
-0.01166	0.005058
-0.01044	0.006698
-0.009134	0.008097
-0.007692	0.009176
-0.006078	0.009857
-0.004248	0.01007
-0.002161	0.00974
0.0002183	0.008821
0.002921	0.007269
0.005967	0.00506
0.009367	0.002186
0.01312	-0.001344
0.01721	-0.005501
0.02161	-0.01024
0.02628	-0.01551
0.03117	-0.02124
0.03624	-0.02735
0.0414	-0.03375
0.04661	-0.04035
0.05179	-0.04707
0.05689	-0.05381
0.06186	-0.0605
0.06665	-0.06706
0.07122	-0.07341
0.07555	-0.0795
0.07963	-0.08529
0.08346	-0.09074
0.08703	-0.09582
0.09037	-0.1005
0.09348	-0.1048
0.09639	-0.1087
0.09912	-0.1122
0.1017	-0.1154
0.1041	-0.1181
0.1064	-0.1205
0.1085	-0.1225
0.1106	-0.1242
0.1125	-0.1255
0.1142	-0.1264
0.1158	-0.1269
0.1172	-0.127
0.1184	-0.1268
0.1193	-0.1261
0.1199	-0.1251
0.1201	-0.1235
0.1199	-0.1215
0.1191	-0.1189
0.1179	-0.1158
0.116	-0.1121
0.1134	-0.1078
0.1101	-0.1028
0.106	-0.09713
0.101	-0.09075
0.09519	-0.08366
0.08845	-0.07587
0.08079	-0.06739
0.07222	-0.05827
0.06275	-0.04854
0.0524	-0.03827
0.04124	-0.02753
0.02933	-0.01639
0.01676	-0.004931
0.003638	0.006758
-0.009896	0.0186
-0.0237	0.03052
-0.03761	0.04246
-0.05144	0.05437
-0.06501	0.06621
-0.07812	0.07796
-0.09058	0.08961
-0.1022	0.1012
-0.1128	0.1127
-0.1222	0.1242
-0.1303	0.1358
-0.1371	0.1476
-0.1424	0.1596
-0.1462	0.172
-0.1487	0.1849
-0.1499	0.1984
-0.15	0.2128
-0.1491	0.2281
-0.1476	0.2446
-0.1457	0.2623
-0.1437	0.2815
-0.1419	0.3022
-0.1407	0.3247
-0.1405	0.3489
-0.1416	0.3748
-0.1443	0.4026
-0.1489	0.432
-0.1556	0.463
-0.1646	0.4953
-0.1761	0.5286
-0.1902	0.5623
-0.207	0.5962
-0.2263	0.6294
-0.2483	0.6615
-0.2726	0.6915
-0.2993	0.7187
-0.328	0.7424
-0.3585	0.7615
-0.3905	0.7754
-0.4237	0.7833
-0.4578	0.7844
-0.4922	0.7781
-0.5266	0.7639
-0.5607	0.7415
-0.5939	0.7107
-0.6257	0.6715
-0.6558	0.6239
-0.6838	0.5684
-0.7091	0.5053
-0.7314	0.4354
-0.7502	0.3593
-0.7654	0.278
-0.7765	0.1925
-0.7833	0.1037
-0.7855	0.01278
-0.7831	-0.07912
-0.7758	-0.1709
-0.7635	-0.2615
-0.7463	-0.3498
-0.7242	-0.435
-0.6971	-0.5161
-0.6653	-0.5923
-0.629	-0.663
-0.5882	-0.7275
-0.5433	-0.7855
-0.4945	-0.8367
-0.4423	-0.8807
-0.387	-0.9177
-0.3289	-0.9475
-0.2686	-0.9703
-0.2066	-0.9865
-0.1432	-0.9962
-0.07912	-1
-0.01475	-0.9983
0.04937	-0.9916
0.1128	-0.9805
0.175	-0.9655
0.2355	-0.9474
0.294	-0.9266
0.35	-0.9037
0.4034	-0.8793
0.4536	-0.854
0.5006	-0.8283
0.5442	-0.8025
0.5841	-0.7771
0.6204	-0.7524
0.6528	-0.7288
0.6815	-0.7064
0.7063	-0.6854
0.7274	-0.666
0.7448	-0.6481
0.7587	-0.6317
0.7691	-0.6168
0.7762	-0.6032
0.7801	-0.591
0.7812	-0.5798
0.7794	-0.5694
0.7752	-0.5598
0.7685	-0.5507
0.7598	-0.5419
0.749	-0.5332
0.7365	-0.5245
0.7223	-0.5156
0.7067	-0.5063
0.6897	-0.4966
0.6716	-0.4864
0.6525	-0.4756
0.6324	-0.4641
0.6114	-0.452
0.5898	-0.4392
0.5677	-0.4258
0.545	-0.4119
0.5221	-0.3973
0.4989	-0.3823
0.4757	-0.3669
0.4527	-0.351
0.4298	-0.3348
0.4074	-0.3183
0.3855	-0.3016
0.3642	-0.2845
0.3438	-0.2672
0.3243	-0.2496
0.3059	-0.2317
0.2886	-0.2136
0.2724	-0.1951
0.2574	-0.1763
0.2436	-0.1573
0.2309	-0.138
0.2193	-0.1184
0.2087	-0.0987
0.199	-0.07886
0.1901	-0.059
0.1819	-0.0392
0.1741	-0.01956
0.1667	-0.0001826
0.1594	0.01885
0.1523	0.03746
0.1451	0.05557
0.1377	0.07313
0.13	0.09012
0.122	0.1065
0.1135	0.1224
0.1046	0.1377
0.09522	0.1525
0.08531	0.167
0.0749	0.1811
0.06402	0.1951
0.05271	0.209
0.04103	0.2228
0.02905	0.2369
0.01683	0.2511
0.004468	0.2657
-0.007955	0.2806
-0.02035	0.296
-0.03263	0.3118
-0.04471	0.3282
-0.05651	0.345
-0.06797	0.3623
-0.07902	0.3801
-0.08961	0.3983
-0.09971	0.4168
-0.1093	0.4355
-0.1184	0.4543
-0.1269	0.4731
-0.135	0.4917
-0.1425	0.51
-0.1497	0.5279
-0.1565	0.5452
-0.163	0.5617
-0.1692	0.5774
-0.1753	0.592
-0.1812	0.6054
-0.187	0.6176
-0.1928	0.6285
-0.1985	0.6379
-0.2043	0.6458
-0.2101	0.6522
-0.2159	0.657
-0.2218	0.6603
-0.2276	0.6619
-0.2334	0.662
-0.2392	0.6605
-0.2448	0.6574
-0.2503	0.6529
-0.2557	0.6469
-0.2608	0.6395
-0.2656	0.6307
-0.2702	0.6206
-0.2745	0.6092
-0.2783	0.5967
-0.2818	0.5829
-0.2849	0.5681
-0.2875	0.5522
-0.2896	0.5354
-0.2912	0.5177
-0.2922	0.4992
-0.2927	0.4799
-0.2927	0.4599
-0.292	0.4393
-0.2908	0.4183
-0.289	0.3968
-0.2865	0.3749
-0.2835	0.3528
-0.2799	0.3306
-0.2757	0.3082
-0.271	0.2859
-0.2657	0.2637
