49.45	70.52
46.42	67.14
48.06	67.89
46.82	72.5
49.33	72.6
50.2	71.84
41.67	64.44
42.45	66.79
41.86	68.28
44.76	69.34
50.09	67.13
44.73	72.24
44.75	65.67
46.28	72.21
45.15	70.75
47.37	68.52
45.97	73.06
42.41	66.96
45.72	69.76
49.64	68.69
45.64	71.21
45.91	72.25
45.9	68.95
46.09	66.5
42.43	65.03
49.74	66.54
49.5	70.89
49.6	72.95
42.93	68
50.58	70.28
49.82	68.8
41.78	70.09
43.76	69.22
48.25	69.94
47.01	68.36
43.88	68.32
41.75	69.96
50.38	65.28
41.98	72.48
43.9	64.5
49.07	65.69
49.66	65.28
44.86	69.82
46.98	70.49
47.55	68.36
42.93	71.26
43.86	70.34
49.46	65.18
50.5	64.7
49.26	72.02
