0.1	-90	3.647e+04
0.2	-90	3.738e+04
0.3	-90	3.926e+04
0.4	-90	4.209e+04
0.5	-90	4.587e+04
0.6	-90	5.057e+04
0.7	-90	5.617e+04
0.8	-90	6.264e+04
0.9	-90	6.996e+04
1	-90	7.808e+04
1.1	-90	8.696e+04
1.2	-90	9.657e+04
1.3	-90	1.069e+05
1.4	-90	1.178e+05
1.5	-90	1.293e+05
1.6	-90	1.413e+05
1.7	-90	1.538e+05
1.8	-90	1.667e+05
1.9	-90	1.8e+05
2	-90	1.936e+05
2.1	-90	2.074e+05
2.2	-90	2.215e+05
2.3	-90	2.356e+05
2.4	-90	2.498e+05
2.5	-90	2.64e+05
2.6	-90	2.782e+05
2.7	-90	2.923e+05
2.8	-90	3.062e+05
2.9	-90	3.198e+05
3	-90	3.332e+05
3.1	-90	3.463e+05
3.2	-90	3.591e+05
3.3	-90	3.714e+05
3.4	-90	3.833e+05
3.5	-90	3.947e+05
3.6	-90	4.056e+05
3.7	-90	4.159e+05
3.8	-90	4.256e+05
3.9	-90	4.348e+05
4	-90	4.433e+05
0.1	-89	3.645e+04
0.2	-89	3.727e+04
0.3	-89	3.897e+04
0.4	-89	4.155e+04
0.5	-89	4.501e+04
0.6	-89	4.931e+04
0.7	-89	5.445e+04
0.8	-89	6.039e+04
0.9	-89	6.711e+04
1	-89	7.457e+04
1.1	-89	8.274e+04
1.2	-89	9.159e+04
1.3	-89	1.011e+05
1.4	-89	1.111e+05
1.5	-89	1.217e+05
1.6	-89	1.328e+05
1.7	-89	1.444e+05
1.8	-89	1.563e+05
1.9	-89	1.686e+05
2	-89	1.812e+05
2.1	-89	1.94e+05
2.2	-89	2.069e+05
2.3	-89	2.201e+05
2.4	-89	2.332e+05
2.5	-89	2.464e+05
2.6	-89	2.596e+05
2.7	-89	2.726e+05
2.8	-89	2.855e+05
2.9	-89	2.983e+05
3	-89	3.107e+05
3.1	-89	3.229e+05
3.2	-89	3.348e+05
3.3	-89	3.463e+05
3.4	-89	3.574e+05
3.5	-89	3.681e+05
3.6	-89	3.782e+05
3.7	-89	3.879e+05
3.8	-89	3.971e+05
3.9	-89	4.056e+05
4	-89	4.137e+05
0.1	-88	3.644e+04
0.2	-88	3.716e+04
0.3	-88	3.869e+04
0.4	-88	4.103e+04
0.5	-88	4.417e+04
0.6	-88	4.808e+04
0.7	-88	5.276e+04
0.8	-88	5.817e+04
0.9	-88	6.431e+04
1	-88	7.112e+04
1.1	-88	7.859e+04
1.2	-88	8.668e+04
1.3	-88	9.536e+04
1.4	-88	1.046e+05
1.5	-88	1.143e+05
1.6	-88	1.245e+05
1.7	-88	1.351e+05
1.8	-88	1.46e+05
1.9	-88	1.573e+05
2	-88	1.689e+05
2.1	-88	1.807e+05
2.2	-88	1.926e+05
2.3	-88	2.047e+05
2.4	-88	2.168e+05
2.5	-88	2.29e+05
2.6	-88	2.412e+05
2.7	-88	2.532e+05
2.8	-88	2.652e+05
2.9	-88	2.769e+05
3	-88	2.885e+05
3.1	-88	2.998e+05
3.2	-88	3.108e+05
3.3	-88	3.215e+05
3.4	-88	3.318e+05
3.5	-88	3.417e+05
3.6	-88	3.512e+05
3.7	-88	3.602e+05
3.8	-88	3.688e+05
3.9	-88	3.768e+05
4	-88	3.843e+05
0.1	-87	3.642e+04
0.2	-87	3.705e+04
0.3	-87	3.842e+04
0.4	-87	4.052e+04
0.5	-87	4.335e+04
0.6	-87	4.688e+04
0.7	-87	5.111e+04
0.8	-87	5.601e+04
0.9	-87	6.157e+04
1	-87	6.775e+04
1.1	-87	7.453e+04
1.2	-87	8.189e+04
1.3	-87	8.977e+04
1.4	-87	9.816e+04
1.5	-87	1.07e+05
1.6	-87	1.163e+05
1.7	-87	1.26e+05
1.8	-87	1.36e+05
1.9	-87	1.463e+05
2	-87	1.568e+05
2.1	-87	1.676e+05
2.2	-87	1.786e+05
2.3	-87	1.896e+05
2.4	-87	2.008e+05
2.5	-87	2.119e+05
2.6	-87	2.231e+05
2.7	-87	2.342e+05
2.8	-87	2.451e+05
2.9	-87	2.56e+05
3	-87	2.666e+05
3.1	-87	2.77e+05
3.2	-87	2.872e+05
3.3	-87	2.97e+05
3.4	-87	3.066e+05
3.5	-87	3.157e+05
3.6	-87	3.245e+05
3.7	-87	3.329e+05
3.8	-87	3.408e+05
3.9	-87	3.483e+05
4	-87	3.553e+05
0.1	-86	3.641e+04
0.2	-86	3.695e+04
0.3	-86	3.816e+04
0.4	-86	4.003e+04
0.5	-86	4.256e+04
0.6	-86	4.572e+04
0.7	-86	4.951e+04
0.8	-86	5.392e+04
0.9	-86	5.891e+04
1	-86	6.448e+04
1.1	-86	7.059e+04
1.2	-86	7.722e+04
1.3	-86	8.434e+04
1.4	-86	9.192e+04
1.5	-86	9.992e+04
1.6	-86	1.083e+05
1.7	-86	1.171e+05
1.8	-86	1.261e+05
1.9	-86	1.355e+05
2	-86	1.451e+05
2.1	-86	1.549e+05
2.2	-86	1.648e+05
2.3	-86	1.749e+05
2.4	-86	1.85e+05
2.5	-86	1.952e+05
2.6	-86	2.054e+05
2.7	-86	2.155e+05
2.8	-86	2.255e+05
2.9	-86	2.354e+05
3	-86	2.452e+05
3.1	-86	2.547e+05
3.2	-86	2.64e+05
3.3	-86	2.731e+05
3.4	-86	2.818e+05
3.5	-86	2.903e+05
3.6	-86	2.984e+05
3.7	-86	3.061e+05
3.8	-86	3.134e+05
3.9	-86	3.204e+05
4	-86	3.269e+05
0.1	-85	3.64e+04
0.2	-85	3.686e+04
0.3	-85	3.792e+04
0.4	-85	3.956e+04
0.5	-85	4.18e+04
0.6	-85	4.46e+04
0.7	-85	4.798e+04
0.8	-85	5.19e+04
0.9	-85	5.635e+04
1	-85	6.132e+04
1.1	-85	6.678e+04
1.2	-85	7.271e+04
1.3	-85	7.908e+04
1.4	-85	8.587e+04
1.5	-85	9.305e+04
1.6	-85	1.006e+05
1.7	-85	1.085e+05
1.8	-85	1.166e+05
1.9	-85	1.25e+05
2	-85	1.337e+05
2.1	-85	1.425e+05
2.2	-85	1.515e+05
2.3	-85	1.606e+05
2.4	-85	1.698e+05
2.5	-85	1.79e+05
2.6	-85	1.882e+05
2.7	-85	1.974e+05
2.8	-85	2.065e+05
2.9	-85	2.155e+05
3	-85	2.243e+05
3.1	-85	2.33e+05
3.2	-85	2.415e+05
3.3	-85	2.498e+05
3.4	-85	2.578e+05
3.5	-85	2.655e+05
3.6	-85	2.729e+05
3.7	-85	2.8e+05
3.8	-85	2.867e+05
3.9	-85	2.931e+05
4	-85	2.991e+05
0.1	-84	3.639e+04
0.2	-84	3.677e+04
0.3	-84	3.768e+04
0.4	-84	3.912e+04
0.5	-84	4.107e+04
0.6	-84	4.354e+04
0.7	-84	4.65e+04
0.8	-84	4.996e+04
0.9	-84	5.389e+04
1	-84	5.828e+04
1.1	-84	6.312e+04
1.2	-84	6.837e+04
1.3	-84	7.403e+04
1.4	-84	8.006e+04
1.5	-84	8.645e+04
1.6	-84	9.316e+04
1.7	-84	1.002e+05
1.8	-84	1.075e+05
1.9	-84	1.15e+05
2	-84	1.227e+05
2.1	-84	1.306e+05
2.2	-84	1.387e+05
2.3	-84	1.468e+05
2.4	-84	1.55e+05
2.5	-84	1.633e+05
2.6	-84	1.716e+05
2.7	-84	1.798e+05
2.8	-84	1.88e+05
2.9	-84	1.962e+05
3	-84	2.041e+05
3.1	-84	2.12e+05
3.2	-84	2.197e+05
3.3	-84	2.271e+05
3.4	-84	2.344e+05
3.5	-84	2.414e+05
3.6	-84	2.481e+05
3.7	-84	2.546e+05
3.8	-84	2.608e+05
3.9	-84	2.666e+05
4	-84	2.721e+05
0.1	-83	3.638e+04
0.2	-83	3.669e+04
0.3	-83	3.747e+04
0.4	-83	3.87e+04
0.5	-83	4.039e+04
0.6	-83	4.252e+04
0.7	-83	4.51e+04
0.8	-83	4.812e+04
0.9	-83	5.155e+04
1	-83	5.539e+04
1.1	-83	5.963e+04
1.2	-83	6.424e+04
1.3	-83	6.921e+04
1.4	-83	7.451e+04
1.5	-83	8.013e+04
1.6	-83	8.605e+04
1.7	-83	9.224e+04
1.8	-83	9.867e+04
1.9	-83	1.053e+05
2	-83	1.122e+05
2.1	-83	1.192e+05
2.2	-83	1.263e+05
2.3	-83	1.336e+05
2.4	-83	1.409e+05
2.5	-83	1.483e+05
2.6	-83	1.556e+05
2.7	-83	1.63e+05
2.8	-83	1.703e+05
2.9	-83	1.776e+05
3	-83	1.847e+05
3.1	-83	1.918e+05
3.2	-83	1.987e+05
3.3	-83	2.054e+05
3.4	-83	2.119e+05
3.5	-83	2.182e+05
3.6	-83	2.243e+05
3.7	-83	2.301e+05
3.8	-83	2.357e+05
3.9	-83	2.41e+05
4	-83	2.46e+05
0.1	-82	3.638e+04
0.2	-82	3.662e+04
0.3	-82	3.726e+04
0.4	-82	3.83e+04
0.5	-82	3.974e+04
0.6	-82	4.157e+04
0.7	-82	4.379e+04
0.8	-82	4.638e+04
0.9	-82	4.934e+04
1	-82	5.266e+04
1.1	-82	5.632e+04
1.2	-82	6.032e+04
1.3	-82	6.463e+04
1.4	-82	6.925e+04
1.5	-82	7.414e+04
1.6	-82	7.93e+04
1.7	-82	8.471e+04
1.8	-82	9.033e+04
1.9	-82	9.616e+04
2	-82	1.022e+05
2.1	-82	1.083e+05
2.2	-82	1.146e+05
2.3	-82	1.21e+05
2.4	-82	1.274e+05
2.5	-82	1.339e+05
2.6	-82	1.404e+05
2.7	-82	1.469e+05
2.8	-82	1.534e+05
2.9	-82	1.598e+05
3	-82	1.662e+05
3.1	-82	1.724e+05
3.2	-82	1.786e+05
3.3	-82	1.845e+05
3.4	-82	1.904e+05
3.5	-82	1.96e+05
3.6	-82	2.014e+05
3.7	-82	2.067e+05
3.8	-82	2.117e+05
3.9	-82	2.165e+05
4	-82	2.21e+05
0.1	-81	3.637e+04
0.2	-81	3.655e+04
0.3	-81	3.708e+04
0.4	-81	3.794e+04
0.5	-81	3.915e+04
0.6	-81	4.069e+04
0.7	-81	4.256e+04
0.8	-81	4.476e+04
0.9	-81	4.727e+04
1	-81	5.01e+04
1.1	-81	5.323e+04
1.2	-81	5.665e+04
1.3	-81	6.034e+04
1.4	-81	6.43e+04
1.5	-81	6.851e+04
1.6	-81	7.295e+04
1.7	-81	7.761e+04
1.8	-81	8.247e+04
1.9	-81	8.75e+04
2	-81	9.27e+04
2.1	-81	9.803e+04
2.2	-81	1.035e+05
2.3	-81	1.09e+05
2.4	-81	1.146e+05
2.5	-81	1.203e+05
2.6	-81	1.26e+05
2.7	-81	1.317e+05
2.8	-81	1.374e+05
2.9	-81	1.43e+05
3	-81	1.486e+05
3.1	-81	1.541e+05
3.2	-81	1.595e+05
3.3	-81	1.647e+05
3.4	-81	1.699e+05
3.5	-81	1.749e+05
3.6	-81	1.797e+05
3.7	-81	1.844e+05
3.8	-81	1.888e+05
3.9	-81	1.931e+05
4	-81	1.971e+05
0.1	-80	3.637e+04
0.2	-80	3.65e+04
0.3	-80	3.691e+04
0.4	-80	3.761e+04
0.5	-80	3.86e+04
0.6	-80	3.987e+04
0.7	-80	4.142e+04
0.8	-80	4.325e+04
0.9	-80	4.536e+04
1	-80	4.772e+04
1.1	-80	5.035e+04
1.2	-80	5.323e+04
1.3	-80	5.634e+04
1.4	-80	5.969e+04
1.5	-80	6.325e+04
1.6	-80	6.702e+04
1.7	-80	7.098e+04
1.8	-80	7.512e+04
1.9	-80	7.941e+04
2	-80	8.385e+04
2.1	-80	8.842e+04
2.2	-80	9.309e+04
2.3	-80	9.785e+04
2.4	-80	1.027e+05
2.5	-80	1.076e+05
2.6	-80	1.125e+05
2.7	-80	1.174e+05
2.8	-80	1.223e+05
2.9	-80	1.272e+05
3	-80	1.32e+05
3.1	-80	1.368e+05
3.2	-80	1.415e+05
3.3	-80	1.461e+05
3.4	-80	1.506e+05
3.5	-80	1.549e+05
